,age,gender,time_spent,platform,interests,location,demographics
481,27,non-binary,9,Instagram,Travel,United Kingdom,Sub_Urban
482,36,female,1,YouTube,Sports,Australia,Urban
483,49,male,8,Instagram,Travel,Australia,Urban
484,18,female,9,YouTube,Lifestlye,Australia,Rural
485,22,female,9,Facebook,Sports,United States,Rural
486,62,non-binary,1,YouTube,Lifestlye,Australia,Rural
487,21,female,2,YouTube,Lifestlye,United States,Urban
488,33,non-binary,1,Instagram,Travel,United Kingdom,Urban
489,41,male,2,Facebook,Sports,Australia,Urban
490,33,non-binary,8,Facebook,Lifestlye,Australia,Sub_Urban
491,19,male,5,Facebook,Travel,Australia,Urban
492,45,non-binary,7,Facebook,Sports,United Kingdom,Rural
493,49,female,2,YouTube,Sports,United States,Rural
494,44,non-binary,8,Facebook,Lifestlye,United States,Urban
495,37,non-binary,6,YouTube,Sports,Australia,Urban
496,41,male,8,YouTube,Lifestlye,United Kingdom,Rural
497,29,female,1,YouTube,Sports,United Kingdom,Urban
498,52,non-binary,1,Facebook,Travel,United Kingdom,Rural
499,50,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban
500,50,non-binary,8,Instagram,Lifestlye,United Kingdom,Rural
501,60,non-binary,3,Facebook,Sports,United States,Sub_Urban
502,54,female,5,Instagram,Sports,United States,Urban
503,29,non-binary,1,Instagram,Lifestlye,United States,Urban
504,20,female,7,YouTube,Sports,Australia,Sub_Urban
505,18,non-binary,5,YouTube,Travel,United Kingdom,Urban
506,50,male,8,Facebook,Sports,Australia,Sub_Urban
507,57,female,8,Facebook,Travel,United Kingdom,Urban
508,27,non-binary,9,Instagram,Travel,United States,Rural
509,60,non-binary,7,YouTube,Travel,Australia,Urban
510,61,male,1,Facebook,Travel,United States,Rural
511,46,female,3,Facebook,Travel,United Kingdom,Rural
512,30,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban
513,29,male,3,Facebook,Travel,United Kingdom,Urban
514,48,non-binary,8,Facebook,Sports,United States,Sub_Urban
515,63,female,1,Facebook,Travel,United Kingdom,Urban
516,19,non-binary,5,Instagram,Lifestlye,United States,Rural
517,52,non-binary,4,YouTube,Travel,Australia,Rural
518,40,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban
519,34,non-binary,8,Facebook,Travel,United Kingdom,Urban
520,43,male,4,YouTube,Travel,United Kingdom,Sub_Urban
521,25,male,4,YouTube,Travel,Australia,Urban
522,46,female,3,YouTube,Lifestlye,United Kingdom,Urban
523,43,male,7,Facebook,Lifestlye,United States,Urban
524,27,male,3,Facebook,Travel,United States,Sub_Urban
525,43,female,3,YouTube,Sports,United Kingdom,Urban
526,51,male,5,YouTube,Travel,United Kingdom,Rural
527,58,male,5,Facebook,Lifestlye,Australia,Sub_Urban
528,24,female,6,Instagram,Travel,Australia,Sub_Urban
529,21,female,8,YouTube,Lifestlye,Australia,Rural
530,62,female,6,Instagram,Lifestlye,United Kingdom,Rural
531,28,non-binary,1,YouTube,Lifestlye,Australia,Rural
532,46,non-binary,8,Instagram,Travel,Australia,Urban
533,53,female,8,Instagram,Lifestlye,United States,Rural
534,42,female,9,Instagram,Lifestlye,Australia,Urban
535,38,female,9,Facebook,Travel,United States,Sub_Urban
536,53,non-binary,2,Instagram,Lifestlye,United States,Sub_Urban
537,27,non-binary,2,Instagram,Travel,Australia,Rural
538,54,male,3,Instagram,Lifestlye,United States,Urban
539,26,male,1,YouTube,Sports,United Kingdom,Rural
540,41,female,4,Instagram,Sports,United Kingdom,Rural
541,52,non-binary,4,YouTube,Lifestlye,Australia,Urban
542,52,non-binary,9,Instagram,Sports,United Kingdom,Rural
543,53,non-binary,9,Instagram,Travel,United States,Sub_Urban
544,35,female,9,Facebook,Sports,United Kingdom,Rural
545,56,male,7,YouTube,Lifestlye,Australia,Urban
546,49,female,2,Instagram,Lifestlye,Australia,Urban
547,41,male,5,YouTube,Travel,United States,Sub_Urban
548,40,male,4,YouTube,Lifestlye,Australia,Urban
549,49,female,8,Facebook,Travel,United Kingdom,Urban
550,54,male,2,Facebook,Sports,Australia,Sub_Urban
551,29,male,6,Facebook,Sports,United States,Rural
552,30,non-binary,5,Facebook,Travel,Australia,Sub_Urban
553,40,male,2,Facebook,Travel,United Kingdom,Rural
554,42,female,1,Facebook,Lifestlye,United States,Sub_Urban
555,52,female,8,Facebook,Sports,United Kingdom,Rural
556,58,male,2,Facebook,Travel,United States,Sub_Urban
557,47,non-binary,7,Instagram,Sports,Australia,Rural
558,34,non-binary,9,YouTube,Travel,United States,Sub_Urban
559,37,male,9,Facebook,Sports,United States,Rural
560,42,male,8,Facebook,Lifestlye,Australia,Sub_Urban
561,39,female,9,YouTube,Sports,United Kingdom,Urban
562,30,male,2,Instagram,Sports,Australia,Rural
563,36,non-binary,6,YouTube,Sports,United States,Sub_Urban
564,53,male,4,YouTube,Sports,Australia,Rural
565,29,female,4,Facebook,Sports,United States,Rural
566,58,female,5,YouTube,Lifestlye,Australia,Sub_Urban
567,36,female,3,YouTube,Travel,Australia,Rural
568,29,female,1,Facebook,Sports,United Kingdom,Sub_Urban
569,26,female,8,Facebook,Lifestlye,United States,Urban
570,24,male,5,Facebook,Sports,United Kingdom,Rural
571,45,male,3,Facebook,Sports,United States,Urban
572,31,male,7,YouTube,Travel,Australia,Rural
573,48,male,7,YouTube,Sports,United States,Rural
574,36,female,1,Instagram,Lifestlye,United Kingdom,Rural
575,64,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban
576,33,male,2,YouTube,Travel,United Kingdom,Urban
577,22,non-binary,5,Instagram,Sports,United States,Rural
578,52,male,5,YouTube,Lifestlye,United Kingdom,Sub_Urban
579,29,male,8,Instagram,Sports,United Kingdom,Rural
580,42,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban
581,38,female,7,Instagram,Sports,Australia,Rural
582,53,male,7,Facebook,Travel,Australia,Urban
583,40,male,6,Facebook,Sports,United States,Urban
584,33,male,6,Facebook,Lifestlye,United States,Rural
585,56,non-binary,9,Facebook,Sports,United Kingdom,Sub_Urban
586,62,female,6,Instagram,Lifestlye,Australia,Rural
587,59,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban
588,56,non-binary,2,Facebook,Lifestlye,United Kingdom,Rural
589,31,female,5,Instagram,Lifestlye,Australia,Sub_Urban
590,48,non-binary,4,Facebook,Sports,Australia,Urban
591,22,female,2,Instagram,Sports,Australia,Rural
592,52,male,3,Instagram,Lifestlye,United States,Urban
593,40,female,7,Instagram,Travel,United States,Urban
594,46,male,8,YouTube,Sports,United Kingdom,Rural
595,60,non-binary,6,Instagram,Travel,United States,Rural
596,28,non-binary,5,Instagram,Sports,Australia,Sub_Urban
597,35,male,1,YouTube,Sports,Australia,Sub_Urban
598,64,non-binary,8,YouTube,Sports,United States,Urban
599,29,female,3,Instagram,Sports,United Kingdom,Sub_Urban
600,26,male,6,YouTube,Travel,United Kingdom,Sub_Urban
601,27,non-binary,3,Facebook,Sports,United States,Rural
602,61,male,7,Facebook,Lifestlye,United Kingdom,Sub_Urban
603,34,female,7,YouTube,Lifestlye,United Kingdom,Urban
604,55,female,9,YouTube,Travel,United Kingdom,Sub_Urban
605,24,non-binary,5,Instagram,Sports,Australia,Urban
606,63,female,8,YouTube,Lifestlye,Australia,Rural
607,30,male,8,Instagram,Travel,United States,Urban
608,57,female,1,Facebook,Sports,Australia,Sub_Urban
609,59,male,5,YouTube,Lifestlye,United Kingdom,Rural
610,26,male,3,Instagram,Lifestlye,Australia,Sub_Urban
611,44,female,1,Instagram,Travel,United States,Rural
612,19,non-binary,4,Facebook,Sports,Australia,Rural
613,22,female,8,YouTube,Sports,United Kingdom,Sub_Urban
614,46,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban
615,54,male,2,Instagram,Lifestlye,United States,Rural
616,55,female,9,Instagram,Lifestlye,Australia,Rural
617,36,non-binary,5,YouTube,Sports,Australia,Sub_Urban
618,25,non-binary,7,Instagram,Travel,Australia,Urban
619,62,male,2,YouTube,Travel,United Kingdom,Sub_Urban
620,18,male,9,Facebook,Sports,United States,Rural
621,39,non-binary,9,YouTube,Travel,Australia,Sub_Urban
622,34,female,4,YouTube,Lifestlye,United Kingdom,Urban
623,24,male,4,Instagram,Travel,United Kingdom,Sub_Urban
624,42,male,6,Instagram,Travel,United Kingdom,Rural
625,62,non-binary,6,YouTube,Travel,Australia,Sub_Urban
626,21,female,1,Instagram,Lifestlye,Australia,Rural
627,53,non-binary,9,Instagram,Sports,Australia,Rural
628,23,female,2,Instagram,Lifestlye,Australia,Sub_Urban
629,48,female,5,YouTube,Sports,Australia,Rural
630,36,female,9,Instagram,Sports,Australia,Rural
631,61,male,4,YouTube,Sports,Australia,Urban
632,56,non-binary,3,Instagram,Travel,Australia,Urban
633,44,non-binary,7,Facebook,Travel,Australia,Urban
634,27,female,6,Instagram,Sports,United Kingdom,Urban
635,43,male,8,Instagram,Sports,Australia,Rural
636,36,male,3,YouTube,Travel,United States,Sub_Urban
637,56,non-binary,5,YouTube,Lifestlye,United Kingdom,Rural
638,20,male,4,Instagram,Sports,Australia,Rural
639,62,male,4,Facebook,Lifestlye,United States,Rural
640,30,female,4,Instagram,Travel,Australia,Sub_Urban
641,45,male,8,Instagram,Sports,United States,Urban
642,37,female,6,Facebook,Lifestlye,United States,Rural
643,45,non-binary,3,YouTube,Lifestlye,United States,Rural
644,25,male,5,Instagram,Lifestlye,United States,Urban
645,58,non-binary,6,YouTube,Travel,United Kingdom,Rural
646,56,non-binary,5,YouTube,Travel,United Kingdom,Sub_Urban
647,18,male,6,Facebook,Lifestlye,United States,Rural
648,20,male,8,Facebook,Lifestlye,Australia,Rural
649,30,non-binary,7,YouTube,Travel,United States,Urban
650,45,male,5,Instagram,Lifestlye,United Kingdom,Rural
651,42,female,6,YouTube,Lifestlye,Australia,Rural
652,50,female,4,Instagram,Travel,United Kingdom,Sub_Urban
653,55,male,9,Instagram,Lifestlye,United Kingdom,Urban
654,23,non-binary,4,Facebook,Lifestlye,Australia,Urban
655,61,male,1,Instagram,Lifestlye,United States,Sub_Urban
656,62,male,7,Instagram,Travel,United States,Rural
657,49,non-binary,7,YouTube,Lifestlye,United States,Urban
658,62,non-binary,4,Facebook,Travel,United States,Urban
659,64,female,3,Instagram,Travel,Australia,Rural
660,38,non-binary,8,Instagram,Sports,Australia,Rural
661,33,female,5,Facebook,Sports,Australia,Urban
662,38,non-binary,7,YouTube,Lifestlye,United Kingdom,Rural
663,28,male,4,Facebook,Travel,Australia,Urban
664,54,female,4,Facebook,Sports,United States,Rural
665,53,female,8,Instagram,Lifestlye,United Kingdom,Rural
666,52,female,8,Instagram,Sports,United States,Sub_Urban
667,36,male,2,YouTube,Sports,United States,Rural
668,37,male,2,Instagram,Travel,Australia,Sub_Urban
669,35,male,3,Instagram,Travel,Australia,Rural
670,64,male,3,Facebook,Sports,United States,Urban
671,58,male,1,Instagram,Sports,United States,Urban
672,31,female,3,YouTube,Travel,United Kingdom,Rural
673,32,male,6,Facebook,Lifestlye,Australia,Rural
674,48,female,8,YouTube,Travel,United Kingdom,Urban
675,18,male,6,Facebook,Sports,United Kingdom,Rural
676,20,non-binary,5,Instagram,Lifestlye,United Kingdom,Sub_Urban
677,33,female,4,Facebook,Sports,United States,Sub_Urban
678,40,non-binary,3,Facebook,Lifestlye,United Kingdom,Sub_Urban
679,28,female,4,Instagram,Sports,United Kingdom,Sub_Urban
680,29,non-binary,7,Instagram,Lifestlye,United States,Sub_Urban
681,27,male,1,YouTube,Lifestlye,Australia,Rural
682,49,male,7,YouTube,Sports,Australia,Rural
683,33,male,1,Instagram,Lifestlye,United Kingdom,Sub_Urban
684,25,female,2,Instagram,Travel,United States,Rural
685,55,non-binary,4,Instagram,Sports,Australia,Rural
686,29,male,1,Facebook,Travel,United Kingdom,Sub_Urban
687,41,non-binary,9,Facebook,Sports,United Kingdom,Rural
688,45,non-binary,6,Facebook,Lifestlye,United States,Rural
689,25,male,1,Instagram,Lifestlye,United Kingdom,Rural
690,45,male,1,YouTube,Lifestlye,Australia,Sub_Urban
691,53,non-binary,6,Instagram,Sports,United States,Rural
692,43,male,4,Facebook,Travel,Australia,Urban
693,25,male,4,Facebook,Travel,Australia,Urban
694,45,male,6,Instagram,Sports,Australia,Sub_Urban
695,45,female,7,Instagram,Sports,United Kingdom,Urban
696,54,non-binary,9,Facebook,Travel,United Kingdom,Sub_Urban
697,58,non-binary,5,Facebook,Travel,Australia,Urban
698,53,female,9,Facebook,Travel,Australia,Urban
699,44,non-binary,4,Instagram,Travel,United States,Urban
700,34,male,2,Facebook,Sports,United States,Sub_Urban
701,26,non-binary,3,Facebook,Sports,United Kingdom,Sub_Urban
702,50,male,1,YouTube,Lifestlye,United Kingdom,Rural
703,37,female,6,Instagram,Travel,United States,Sub_Urban
704,30,male,6,YouTube,Lifestlye,Australia,Urban
705,45,non-binary,1,YouTube,Sports,United Kingdom,Urban
706,46,non-binary,3,Facebook,Sports,Australia,Sub_Urban
707,30,non-binary,5,Instagram,Lifestlye,United States,Sub_Urban
708,63,female,3,Facebook,Travel,United Kingdom,Sub_Urban
709,52,female,3,Instagram,Travel,United Kingdom,Rural
710,23,non-binary,3,YouTube,Travel,United States,Urban
711,35,male,5,Instagram,Travel,United Kingdom,Rural
712,22,female,5,Facebook,Lifestlye,United States,Rural
713,64,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban
714,42,non-binary,1,Facebook,Sports,United States,Urban
715,19,female,5,Instagram,Travel,United Kingdom,Sub_Urban
716,27,female,5,YouTube,Travel,Australia,Sub_Urban
717,47,female,4,YouTube,Travel,Australia,Rural
718,62,male,6,Instagram,Lifestlye,Australia,Sub_Urban
719,22,male,4,Facebook,Travel,United Kingdom,Sub_Urban
720,50,non-binary,7,YouTube,Lifestlye,United Kingdom,Urban
721,18,female,7,Facebook,Travel,Australia,Urban
722,35,male,2,Instagram,Travel,Australia,Sub_Urban
723,49,female,3,Facebook,Sports,United States,Urban
724,64,non-binary,1,YouTube,Travel,United States,Sub_Urban
725,28,male,8,YouTube,Travel,United States,Urban
726,38,male,9,Facebook,Sports,Australia,Urban
727,43,male,4,Instagram,Lifestlye,Australia,Urban
728,42,non-binary,6,Facebook,Lifestlye,Australia,Urban
729,39,female,9,Instagram,Travel,United States,Sub_Urban
730,44,male,6,Facebook,Lifestlye,United Kingdom,Rural
731,30,non-binary,9,YouTube,Travel,Australia,Urban
732,50,female,4,Instagram,Sports,United Kingdom,Sub_Urban
733,51,non-binary,8,Instagram,Sports,United Kingdom,Sub_Urban
734,58,female,9,Instagram,Travel,United Kingdom,Urban
735,52,non-binary,4,YouTube,Sports,United States,Rural
736,18,female,5,Facebook,Sports,United Kingdom,Urban
737,38,male,8,YouTube,Travel,Australia,Sub_Urban
738,23,female,6,Instagram,Travel,United States,Rural
739,45,non-binary,7,Facebook,Sports,Australia,Sub_Urban
740,34,non-binary,3,YouTube,Lifestlye,Australia,Urban
741,22,female,7,Instagram,Lifestlye,United States,Rural
742,48,male,8,Instagram,Travel,Australia,Sub_Urban
743,22,male,6,YouTube,Travel,Australia,Sub_Urban
744,55,female,9,YouTube,Lifestlye,United States,Sub_Urban
745,20,female,6,YouTube,Sports,Australia,Urban
746,40,non-binary,9,Instagram,Lifestlye,United Kingdom,Rural
747,54,male,4,YouTube,Lifestlye,Australia,Urban
748,54,female,8,Instagram,Lifestlye,United Kingdom,Urban
749,27,male,4,YouTube,Lifestlye,Australia,Urban
750,27,female,2,Instagram,Travel,United States,Rural
751,36,female,9,Instagram,Travel,United States,Urban
752,34,male,5,Facebook,Sports,Australia,Urban
753,38,female,4,YouTube,Sports,United States,Urban
754,31,female,2,YouTube,Sports,Australia,Urban
755,26,non-binary,1,Instagram,Sports,United States,Sub_Urban
756,63,female,7,Instagram,Lifestlye,United Kingdom,Urban
757,18,female,6,Instagram,Travel,Australia,Sub_Urban
758,62,female,2,Facebook,Travel,United Kingdom,Urban
759,30,non-binary,8,Facebook,Sports,United Kingdom,Rural
760,21,male,4,Instagram,Sports,Australia,Sub_Urban
761,18,non-binary,8,YouTube,Lifestlye,United Kingdom,Sub_Urban
762,57,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban
763,49,male,5,Facebook,Sports,United Kingdom,Sub_Urban
764,51,non-binary,8,Facebook,Travel,Australia,Rural
765,45,male,9,Instagram,Travel,Australia,Urban
766,48,non-binary,5,YouTube,Travel,United States,Sub_Urban
767,25,male,5,Instagram,Sports,Australia,Rural
768,56,female,2,Facebook,Travel,Australia,Sub_Urban
769,43,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban
770,51,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban
771,20,non-binary,7,Facebook,Sports,United States,Rural
772,29,non-binary,5,Instagram,Lifestlye,United Kingdom,Urban
773,18,female,8,Instagram,Sports,United Kingdom,Rural
774,61,non-binary,1,YouTube,Travel,United States,Urban
775,22,female,3,Facebook,Travel,United Kingdom,Urban
776,47,female,3,YouTube,Travel,United Kingdom,Urban
777,47,female,9,Facebook,Lifestlye,United Kingdom,Sub_Urban
778,34,female,5,Instagram,Sports,United Kingdom,Rural
779,64,male,9,Facebook,Travel,United States,Rural
780,40,male,9,Instagram,Sports,United States,Rural
781,32,non-binary,1,Facebook,Travel,United Kingdom,Urban
782,54,male,2,YouTube,Lifestlye,United Kingdom,Sub_Urban
783,38,male,5,Instagram,Lifestlye,United States,Urban
784,31,non-binary,4,YouTube,Sports,United States,Rural
785,19,non-binary,9,YouTube,Lifestlye,United States,Sub_Urban
786,28,non-binary,7,Instagram,Lifestlye,United Kingdom,Sub_Urban
787,56,male,6,Instagram,Sports,United Kingdom,Sub_Urban
788,55,male,7,YouTube,Travel,Australia,Rural
789,51,non-binary,1,YouTube,Lifestlye,United States,Sub_Urban
790,55,female,1,YouTube,Sports,United Kingdom,Sub_Urban
791,51,non-binary,8,YouTube,Lifestlye,United States,Urban
792,35,female,2,Instagram,Lifestlye,United Kingdom,Urban
793,47,female,9,Instagram,Lifestlye,United States,Sub_Urban
794,32,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban
795,44,non-binary,6,Facebook,Sports,Australia,Urban
796,51,non-binary,1,Facebook,Sports,Australia,Urban
797,55,male,1,Instagram,Sports,United States,Urban
798,50,female,2,YouTube,Lifestlye,United Kingdom,Rural
799,41,male,6,YouTube,Lifestlye,United Kingdom,Rural
800,32,male,6,Instagram,Lifestlye,United States,Urban
801,47,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban
802,59,male,1,Facebook,Lifestlye,United States,Urban
803,34,non-binary,5,Facebook,Travel,United Kingdom,Rural
804,22,female,5,Instagram,Lifestlye,United States,Sub_Urban
805,46,non-binary,2,Facebook,Travel,United Kingdom,Rural
806,21,male,6,Instagram,Lifestlye,United States,Sub_Urban
807,27,male,9,Instagram,Sports,United Kingdom,Rural
808,34,non-binary,2,YouTube,Lifestlye,Australia,Sub_Urban
809,27,non-binary,2,Facebook,Travel,United Kingdom,Sub_Urban
810,34,male,3,Instagram,Travel,United States,Sub_Urban
811,37,female,7,Facebook,Lifestlye,Australia,Sub_Urban
812,41,female,6,Facebook,Travel,United Kingdom,Rural
813,22,non-binary,8,YouTube,Travel,Australia,Rural
814,51,female,8,Facebook,Sports,United Kingdom,Sub_Urban
815,23,male,6,YouTube,Lifestlye,Australia,Sub_Urban
816,19,non-binary,3,Instagram,Lifestlye,United States,Rural
817,30,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban
818,60,male,1,Instagram,Travel,United Kingdom,Sub_Urban
819,60,female,7,Facebook,Lifestlye,United States,Sub_Urban
820,28,non-binary,5,Instagram,Lifestlye,Australia,Urban
821,64,non-binary,4,Facebook,Sports,United States,Sub_Urban
822,40,female,4,Facebook,Sports,United States,Urban
823,33,male,4,Facebook,Sports,Australia,Sub_Urban
824,48,male,6,Facebook,Travel,United States,Rural
825,28,male,8,Facebook,Lifestlye,United Kingdom,Urban
826,33,male,8,Facebook,Sports,United Kingdom,Urban
827,25,non-binary,5,Facebook,Sports,United Kingdom,Sub_Urban
828,21,non-binary,6,Facebook,Sports,United States,Sub_Urban
829,57,female,4,Facebook,Lifestlye,United Kingdom,Urban
830,21,female,9,Instagram,Lifestlye,United Kingdom,Rural
831,42,non-binary,8,YouTube,Lifestlye,United Kingdom,Rural
832,20,non-binary,1,Facebook,Travel,United Kingdom,Sub_Urban
833,49,male,2,YouTube,Travel,United Kingdom,Rural
834,20,male,9,Facebook,Sports,United Kingdom,Rural
835,44,female,8,Facebook,Lifestlye,United States,Sub_Urban
836,46,non-binary,3,Instagram,Sports,United Kingdom,Rural
837,49,female,8,Instagram,Lifestlye,United Kingdom,Sub_Urban
838,36,non-binary,1,YouTube,Lifestlye,Australia,Urban
839,38,male,4,Instagram,Lifestlye,United States,Sub_Urban
840,22,female,3,Instagram,Travel,United States,Urban
841,35,female,6,YouTube,Travel,United States,Urban
842,45,non-binary,7,Instagram,Lifestlye,United States,Rural
843,59,male,4,Facebook,Sports,United Kingdom,Rural
844,39,female,7,YouTube,Lifestlye,United Kingdom,Rural
845,38,male,9,YouTube,Lifestlye,Australia,Sub_Urban
846,23,female,2,Facebook,Sports,Australia,Rural
847,18,male,3,Instagram,Lifestlye,United States,Urban
848,22,non-binary,5,YouTube,Sports,Australia,Rural
849,58,female,3,YouTube,Travel,Australia,Rural
850,29,female,8,Facebook,Travel,United States,Sub_Urban
851,43,male,8,Facebook,Sports,United States,Sub_Urban
852,63,male,8,Instagram,Travel,Australia,Urban
853,51,female,9,YouTube,Travel,United Kingdom,Sub_Urban
854,31,non-binary,4,Instagram,Sports,Australia,Rural
855,43,male,5,Instagram,Travel,Australia,Sub_Urban
856,62,male,5,Facebook,Lifestlye,United Kingdom,Urban
857,44,male,8,YouTube,Lifestlye,United Kingdom,Rural
858,26,female,7,YouTube,Sports,United States,Urban
859,43,female,9,YouTube,Travel,United States,Sub_Urban
860,64,female,8,Facebook,Lifestlye,Australia,Sub_Urban
861,39,female,2,Facebook,Lifestlye,United Kingdom,Urban
862,64,non-binary,4,Facebook,Travel,United States,Rural
863,47,non-binary,6,Facebook,Travel,Australia,Sub_Urban
864,60,female,2,Facebook,Lifestlye,United Kingdom,Sub_Urban
865,34,non-binary,7,YouTube,Lifestlye,Australia,Rural
866,43,male,3,Instagram,Sports,United States,Sub_Urban
867,53,male,3,YouTube,Sports,United States,Urban
868,18,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban
869,25,female,8,Facebook,Sports,Australia,Sub_Urban
870,52,male,6,Instagram,Lifestlye,United Kingdom,Rural
871,32,non-binary,1,YouTube,Lifestlye,United States,Urban
872,64,female,1,YouTube,Sports,United States,Rural
873,39,non-binary,7,Instagram,Sports,Australia,Sub_Urban
874,31,male,8,Facebook,Travel,Australia,Sub_Urban
875,43,male,5,Facebook,Travel,Australia,Rural
876,45,male,5,YouTube,Travel,United Kingdom,Rural
877,40,female,4,Instagram,Lifestlye,Australia,Rural
878,31,non-binary,6,Facebook,Sports,Australia,Urban
879,41,female,6,Facebook,Lifestlye,United States,Sub_Urban
880,19,female,3,YouTube,Sports,United States,Rural
881,62,male,9,Facebook,Lifestlye,Australia,Sub_Urban
882,43,female,7,Instagram,Travel,Australia,Urban
883,31,female,1,YouTube,Travel,United States,Urban
884,24,male,7,YouTube,Travel,Australia,Urban
885,20,female,5,Instagram,Lifestlye,United Kingdom,Urban
886,64,male,5,YouTube,Sports,United Kingdom,Sub_Urban
887,40,male,2,Facebook,Sports,United Kingdom,Urban
888,63,male,4,Facebook,Travel,Australia,Urban
889,60,male,6,Instagram,Travel,United States,Rural
890,64,female,7,Facebook,Travel,Australia,Urban
891,62,male,5,Instagram,Travel,Australia,Rural
892,35,male,9,Instagram,Sports,United States,Urban
893,55,female,3,Facebook,Lifestlye,United States,Urban
894,52,female,1,Instagram,Lifestlye,United States,Rural
895,32,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban
896,42,female,9,YouTube,Lifestlye,Australia,Sub_Urban
897,54,female,4,YouTube,Travel,United States,Sub_Urban
898,45,non-binary,2,Instagram,Travel,Australia,Urban
899,27,female,5,Facebook,Travel,United Kingdom,Sub_Urban
900,56,female,3,Facebook,Lifestlye,United Kingdom,Rural
901,34,female,9,YouTube,Travel,United States,Urban
902,56,female,4,YouTube,Travel,United States,Urban
903,39,non-binary,6,Facebook,Sports,Australia,Rural
904,43,female,2,Instagram,Sports,United States,Rural
905,61,female,6,YouTube,Travel,Australia,Rural
906,42,non-binary,3,Instagram,Sports,United States,Urban
907,34,male,9,Instagram,Sports,Australia,Rural
908,30,non-binary,2,YouTube,Travel,Australia,Rural
909,37,male,9,Instagram,Travel,Australia,Sub_Urban
910,42,non-binary,5,Instagram,Travel,Australia,Sub_Urban
911,21,non-binary,8,Facebook,Travel,United Kingdom,Urban
912,27,female,2,Instagram,Lifestlye,Australia,Sub_Urban
913,20,male,6,Facebook,Lifestlye,United States,Sub_Urban
914,58,female,3,YouTube,Travel,United Kingdom,Rural
915,62,male,5,YouTube,Sports,United Kingdom,Rural
916,35,non-binary,8,Facebook,Travel,Australia,Sub_Urban
917,64,non-binary,1,YouTube,Travel,United Kingdom,Sub_Urban
918,53,male,5,Instagram,Sports,Australia,Sub_Urban
919,64,female,3,Instagram,Lifestlye,United States,Urban
920,39,female,4,Instagram,Travel,Australia,Urban
921,51,female,2,YouTube,Travel,United Kingdom,Urban
922,64,female,9,Instagram,Lifestlye,United States,Sub_Urban
923,25,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban
924,57,non-binary,2,Instagram,Sports,United States,Urban
925,61,non-binary,9,Facebook,Lifestlye,United States,Urban
926,36,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban
927,59,non-binary,6,YouTube,Lifestlye,United States,Rural
928,58,female,1,Instagram,Sports,United Kingdom,Urban
929,54,female,5,YouTube,Lifestlye,United States,Sub_Urban
930,23,female,3,YouTube,Lifestlye,Australia,Sub_Urban
931,43,female,1,Facebook,Sports,United States,Rural
932,51,non-binary,4,Facebook,Lifestlye,Australia,Sub_Urban
933,62,non-binary,2,Instagram,Lifestlye,Australia,Sub_Urban
934,23,non-binary,2,Facebook,Sports,United States,Urban
935,54,male,3,Instagram,Travel,Australia,Urban
936,50,female,8,Instagram,Sports,United States,Rural
937,39,female,8,Instagram,Lifestlye,United States,Rural
938,38,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban
939,23,female,6,Facebook,Lifestlye,Australia,Urban
940,23,female,9,Instagram,Sports,United Kingdom,Rural
941,21,non-binary,4,Facebook,Lifestlye,Australia,Rural
942,47,male,1,Instagram,Lifestlye,United Kingdom,Rural
943,28,male,8,Facebook,Sports,Australia,Sub_Urban
944,47,male,7,Facebook,Travel,United States,Urban
945,48,non-binary,7,Instagram,Travel,Australia,Rural
946,41,female,3,YouTube,Lifestlye,United States,Urban
947,26,non-binary,4,Facebook,Sports,United States,Rural
948,20,non-binary,9,YouTube,Lifestlye,United States,Rural
949,48,female,6,YouTube,Sports,United Kingdom,Urban
950,57,male,5,Instagram,Sports,Australia,Urban
951,54,male,3,Instagram,Travel,United States,Urban
952,53,non-binary,9,Instagram,Travel,United States,Sub_Urban
953,41,male,5,Facebook,Sports,United Kingdom,Rural
954,48,non-binary,5,Instagram,Lifestlye,Australia,Sub_Urban
955,23,non-binary,4,Instagram,Travel,Australia,Urban
956,19,female,4,Facebook,Lifestlye,United Kingdom,Rural
957,37,female,1,Facebook,Travel,United Kingdom,Sub_Urban
958,45,female,7,Instagram,Travel,Australia,Rural
959,28,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban
960,21,female,3,Instagram,Travel,Australia,Urban
